Produktgruppe;Produktgruppe Bezeichnung;E_A;Haushaltsposition;Jahr;Euro
1.19.02;Medizinische Dienste und Hygiene;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Transferaufwendungen;2009;0,00
1.19.02;Medizinische Dienste und Hygiene;A;Versorgungsaufwendungen;2008;104.906,23
1.19.02;Medizinische Dienste und Hygiene;A;Versorgungsaufwendungen;2009;94.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Versorgungsaufwendungen;2010;94.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Versorgungsaufwendungen;2011;94.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Versorgungsaufwendungen;2012;94.000,00
1.19.02;Medizinische Dienste und Hygiene;A;Versorgungsaufwendungen;2013;94.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Außerordentliche Erträge;2008;3.549,00
1.19.02;Medizinische Dienste und Hygiene;E;Kostenersatzleistungen und -erstattungen;2008;53.031,70
1.19.02;Medizinische Dienste und Hygiene;E;Kostenersatzleistungen und -erstattungen;2009;37.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Kostenersatzleistungen und -erstattungen;2010;37.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Kostenersatzleistungen und -erstattungen;2011;37.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Kostenersatzleistungen und -erstattungen;2012;37.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Kostenersatzleistungen und -erstattungen;2013;37.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Öffentlich-rechtliche Leistungsentgelte;2008;379.503,35
1.19.02;Medizinische Dienste und Hygiene;E;Öffentlich-rechtliche Leistungsentgelte;2009;335.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Öffentlich-rechtliche Leistungsentgelte;2010;290.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Öffentlich-rechtliche Leistungsentgelte;2011;290.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Öffentlich-rechtliche Leistungsentgelte;2012;290.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Öffentlich-rechtliche Leistungsentgelte;2013;290.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Privatrechtliche Leistungsentgelte;2008;22.275,89
1.19.02;Medizinische Dienste und Hygiene;E;Privatrechtliche Leistungsentgelte;2009;14.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Privatrechtliche Leistungsentgelte;2010;14.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Privatrechtliche Leistungsentgelte;2011;14.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Privatrechtliche Leistungsentgelte;2012;14.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Privatrechtliche Leistungsentgelte;2013;14.000,00
1.19.02;Medizinische Dienste und Hygiene;E;Sonstige ordentliche Erträge;2008;1.069,05
1.19.02;Medizinische Dienste und Hygiene;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2009;0,00
1.19.03;Kinder- und Jugendmedizin;A;Abschreibungen;2008;27.376,75
1.19.03;Kinder- und Jugendmedizin;A;Abschreibungen;2009;23.000,00
1.19.03;Kinder- und Jugendmedizin;A;Abschreibungen;2010;18.531,00
1.19.03;Kinder- und Jugendmedizin;A;Abschreibungen;2011;7.645,00
1.19.03;Kinder- und Jugendmedizin;A;Abschreibungen;2012;6.000,00
1.19.03;Kinder- und Jugendmedizin;A;Abschreibungen;2013;3.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Sach- und Dienstleistungen;2008;330.928,27
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Sach- und Dienstleistungen;2009;238.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Sach- und Dienstleistungen;2010;238.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Sach- und Dienstleistungen;2011;238.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Sach- und Dienstleistungen;2012;238.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Sach- und Dienstleistungen;2013;238.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;440.299,99
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;530.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;587.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;587.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;541.000,00
1.19.03;Kinder- und Jugendmedizin;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;541.000,00
1.19.03;Kinder- und Jugendmedizin;A;Personalaufwendungen;2008;2.035.813,93
1.19.03;Kinder- und Jugendmedizin;A;Personalaufwendungen;2009;2.374.000,00
1.19.03;Kinder- und Jugendmedizin;A;Personalaufwendungen;2010;2.568.000,00
1.19.03;Kinder- und Jugendmedizin;A;Personalaufwendungen;2011;2.568.000,00
1.19.03;Kinder- und Jugendmedizin;A;Personalaufwendungen;2012;2.568.000,00
1.19.03;Kinder- und Jugendmedizin;A;Personalaufwendungen;2013;2.568.000,00
1.19.03;Kinder- und Jugendmedizin;A;Versorgungsaufwendungen;2008;132.709,49
1.19.03;Kinder- und Jugendmedizin;A;Versorgungsaufwendungen;2009;122.000,00
1.19.03;Kinder- und Jugendmedizin;A;Versorgungsaufwendungen;2010;122.000,00
1.19.03;Kinder- und Jugendmedizin;A;Versorgungsaufwendungen;2011;122.000,00
1.19.03;Kinder- und Jugendmedizin;A;Versorgungsaufwendungen;2012;122.000,00
1.19.03;Kinder- und Jugendmedizin;A;Versorgungsaufwendungen;2013;122.000,00
1.19.03;Kinder- und Jugendmedizin;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;427,00
1.19.03;Kinder- und Jugendmedizin;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;75.710,66
1.19.03;Kinder- und Jugendmedizin;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;69.000,00
1.19.03;Kinder- und Jugendmedizin;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;69.000,00
1.19.03;Kinder- und Jugendmedizin;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;69.000,00
1.19.03;Kinder- und Jugendmedizin;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;69.000,00
1.19.03;Kinder- und Jugendmedizin;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;69.000,00
1.19.03;Kinder- und Jugendmedizin;E;Kostenersatzleistungen und -erstattungen;2008;562.248,44
1.19.03;Kinder- und Jugendmedizin;E;Kostenersatzleistungen und -erstattungen;2009;558.000,00
1.19.03;Kinder- und Jugendmedizin;E;Kostenersatzleistungen und -erstattungen;2010;558.000,00
1.19.03;Kinder- und Jugendmedizin;E;Kostenersatzleistungen und -erstattungen;2011;558.000,00
1.19.03;Kinder- und Jugendmedizin;E;Kostenersatzleistungen und -erstattungen;2012;558.000,00
1.19.03;Kinder- und Jugendmedizin;E;Kostenersatzleistungen und -erstattungen;2013;558.000,00
1.19.03;Kinder- und Jugendmedizin;E;Öffentlich-rechtliche Leistungsentgelte;2008;7.200,22
1.19.03;Kinder- und Jugendmedizin;E;Öffentlich-rechtliche Leistungsentgelte;2009;3.000,00
1.19.03;Kinder- und Jugendmedizin;E;Öffentlich-rechtliche Leistungsentgelte;2010;3.000,00
1.19.03;Kinder- und Jugendmedizin;E;Öffentlich-rechtliche Leistungsentgelte;2011;3.000,00
1.19.03;Kinder- und Jugendmedizin;E;Öffentlich-rechtliche Leistungsentgelte;2012;3.000,00
1.19.03;Kinder- und Jugendmedizin;E;Öffentlich-rechtliche Leistungsentgelte;2013;3.000,00
1.19.03;Kinder- und Jugendmedizin;E;Privatrechtliche Leistungsentgelte;2008;7.551,78
1.19.03;Kinder- und Jugendmedizin;E;Sonstige ordentliche Erträge;2008;10.926,29
1.19.03;Kinder- und Jugendmedizin;E;Sonstige ordentliche Erträge;2009;2.000,00
1.19.03;Kinder- und Jugendmedizin;E;Sonstige ordentliche Erträge;2010;2.000,00
1.19.03;Kinder- und Jugendmedizin;E;Sonstige ordentliche Erträge;2011;2.000,00
1.19.03;Kinder- und Jugendmedizin;E;Sonstige ordentliche Erträge;2012;2.000,00
1.19.03;Kinder- und Jugendmedizin;E;Sonstige ordentliche Erträge;2013;2.000,00
1.19.04;Psychiatrie;A;Abschreibungen;2008;20.136,01
1.19.04;Psychiatrie;A;Abschreibungen;2009;17.000,00
1.19.04;Psychiatrie;A;Abschreibungen;2010;5.587,00
1.19.04;Psychiatrie;A;Abschreibungen;2011;4.263,00
1.19.04;Psychiatrie;A;Abschreibungen;2012;1.000,00
1.19.04;Psychiatrie;A;Abschreibungen;2013;1.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Sach- und Dienstleistungen;2008;241.358,47
1.19.04;Psychiatrie;A;Aufwendungen für Sach- und Dienstleistungen;2009;132.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Sach- und Dienstleistungen;2010;132.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Sach- und Dienstleistungen;2011;132.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Sach- und Dienstleistungen;2012;132.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Sach- und Dienstleistungen;2013;132.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;1.498.792,68
1.19.04;Psychiatrie;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;1.667.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;1.742.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;1.742.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;1.728.000,00
1.19.04;Psychiatrie;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;1.728.000,00
1.19.04;Psychiatrie;A;Personalaufwendungen;2008;1.478.695,44
1.19.04;Psychiatrie;A;Personalaufwendungen;2009;1.542.000,00
1.19.04;Psychiatrie;A;Personalaufwendungen;2010;1.764.000,00
1.19.04;Psychiatrie;A;Personalaufwendungen;2011;1.764.000,00
1.19.04;Psychiatrie;A;Personalaufwendungen;2012;1.764.000,00
1.19.04;Psychiatrie;A;Personalaufwendungen;2013;1.764.000,00
1.19.04;Psychiatrie;A;Versorgungsaufwendungen;2008;95.730,47
1.19.04;Psychiatrie;A;Versorgungsaufwendungen;2009;90.000,00
1.19.04;Psychiatrie;A;Versorgungsaufwendungen;2010;90.000,00
1.19.04;Psychiatrie;A;Versorgungsaufwendungen;2011;90.000,00
1.19.04;Psychiatrie;A;Versorgungsaufwendungen;2012;90.000,00
1.19.04;Psychiatrie;A;Versorgungsaufwendungen;2013;90.000,00
1.19.04;Psychiatrie;E;Kostenersatzleistungen und -erstattungen;2008;357.773,70
1.19.04;Psychiatrie;E;Kostenersatzleistungen und -erstattungen;2009;353.000,00
1.19.04;Psychiatrie;E;Kostenersatzleistungen und -erstattungen;2010;353.000,00
1.19.04;Psychiatrie;E;Kostenersatzleistungen und -erstattungen;2011;353.000,00
1.19.04;Psychiatrie;E;Kostenersatzleistungen und -erstattungen;2012;353.000,00
1.19.04;Psychiatrie;E;Kostenersatzleistungen und -erstattungen;2013;353.000,00
1.19.04;Psychiatrie;E;Öffentlich-rechtliche Leistungsentgelte;2008;6.738,55
1.19.04;Psychiatrie;E;Öffentlich-rechtliche Leistungsentgelte;2009;3.000,00
1.19.04;Psychiatrie;E;Öffentlich-rechtliche Leistungsentgelte;2010;3.000,00
1.19.04;Psychiatrie;E;Öffentlich-rechtliche Leistungsentgelte;2011;3.000,00
1.19.04;Psychiatrie;E;Öffentlich-rechtliche Leistungsentgelte;2012;3.000,00
1.19.04;Psychiatrie;E;Öffentlich-rechtliche Leistungsentgelte;2013;3.000,00
1.19.04;Psychiatrie;E;Privatrechtliche Leistungsentgelte;2008;13.022,25
1.19.04;Psychiatrie;E;Privatrechtliche Leistungsentgelte;2009;5.000,00
1.19.04;Psychiatrie;E;Privatrechtliche Leistungsentgelte;2010;5.000,00
1.19.04;Psychiatrie;E;Privatrechtliche Leistungsentgelte;2011;5.000,00
1.19.04;Psychiatrie;E;Privatrechtliche Leistungsentgelte;2012;5.000,00
1.19.04;Psychiatrie;E;Privatrechtliche Leistungsentgelte;2013;5.000,00
1.19.04;Psychiatrie;E;Sonstige ordentliche Erträge;2008;5.284,78
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Abschreibungen;2008;2.510,24
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Abschreibungen;2009;4.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Abschreibungen;2010;1.187,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Abschreibungen;2011;2.727,50
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Abschreibungen;2012;3.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Abschreibungen;2013;2.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Sach- und Dienstleistungen;2008;202.486,50
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Sach- und Dienstleistungen;2009;167.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Sach- und Dienstleistungen;2010;165.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Sach- und Dienstleistungen;2011;165.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Sach- und Dienstleistungen;2012;165.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Sach- und Dienstleistungen;2013;165.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;8.903.636,30
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;9.586.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;9.757.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;9.736.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;9.736.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;9.736.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Personalaufwendungen;2008;390.483,37
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Personalaufwendungen;2009;560.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Personalaufwendungen;2010;716.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Personalaufwendungen;2011;675.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Personalaufwendungen;2012;675.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Personalaufwendungen;2013;675.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Versorgungsaufwendungen;2008;85.433,68
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Versorgungsaufwendungen;2009;71.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Versorgungsaufwendungen;2010;71.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Versorgungsaufwendungen;2011;75.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Versorgungsaufwendungen;2012;75.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;A;Versorgungsaufwendungen;2013;75.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;2.231.988,71
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;2.032.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;2.032.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;2.032.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;2.032.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;2.032.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Privatrechtliche Leistungsentgelte;2008;0,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Sonstige ordentliche Erträge;2008;19.702,17
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Sonstige ordentliche Erträge;2009;2.000,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Sonstige ordentliche Erträge;2010;0,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Sonstige ordentliche Erträge;2011;0,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Sonstige ordentliche Erträge;2012;0,00
1.19.05;Drogen-, Sucht- und Präventionsthemen;E;Sonstige ordentliche Erträge;2013;0,00
1.19.06;Städt. Kliniken Frankfurt a.M.-Höchst;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;0,00
1.19.06;Städt. Kliniken Frankfurt a.M.-Höchst;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;0,00
1.19.06;Städt. Kliniken Frankfurt a.M.-Höchst;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;0,00
1.19.06;Städt. Kliniken Frankfurt a.M.-Höchst;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;0,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Abschreibungen;2008;11.688.099,47
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Abschreibungen;2009;11.189.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Abschreibungen;2010;12.654.453,92
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Abschreibungen;2011;16.449.481,50
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Abschreibungen;2012;18.677.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Abschreibungen;2013;19.863.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Sach- und Dienstleistungen;2008;79.514.182,93
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Sach- und Dienstleistungen;2009;81.656.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Sach- und Dienstleistungen;2010;94.033.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Sach- und Dienstleistungen;2011;99.215.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Sach- und Dienstleistungen;2012;87.467.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Sach- und Dienstleistungen;2013;81.122.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;14.675.070,82
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;19.894.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;21.420.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;23.172.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;24.582.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;25.592.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Außerordentliche Aufwendungen;2008;8.886.790,23
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Personalaufwendungen;2008;24.347.974,66
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Personalaufwendungen;2009;27.105.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Personalaufwendungen;2010;30.419.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Personalaufwendungen;2011;30.488.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Personalaufwendungen;2012;30.488.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Personalaufwendungen;2013;30.488.000,00
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Sonstige ordentliche Aufwendungen;2008;38.353,17
1.20.01;Schulbetriebsmanagement/pädag. Aufgaben;A;Versorgungsaufwendungen;2008;2.816.848,62
